item_id,title,release_date,runtime,genre,summary,type
4432750,Cyrano de Bergerac,1950,112.0,Swashbuckler films,"In seventeenth century Paris, poet and supreme swordsman Cyrano de Bergerac  stops a play from being shown because he cannot stand the bombastic style of the principal actor, Montfleury ([[Arthur Blake . An annoyed aristocratic fop, the Vicomte de Valvert , provokes him into a duel by tritely insulting Cyrano's enormous nose. Cyrano first mocks his lack of wit, improvising numerous inventive ways in which Valvert could have phrased it . He then composes a ballade for the occasion on the spot and recites it during the swordfight. With the last line, he stabs his opponent. Cyrano's friend Le Bret , Captain of the Gascony guards, warns him he has made powerful enemies of his victim's friends, but he is unconcerned. When Le Bret presses him to reveal the real reason he hates Montfleury, Cyrano admits that he became jealous when he saw his beautiful cousin Roxane  being smiled at by the actor. He confesses that he is in love with her, but harbors no hope of it being returned because of his nose. When he receives a request from Roxane to see her in the morning, he is finally emboldened to act. Then pastry chef and fellow poet Ragueneau  approaches him for help. Ragueneau has learned that a nobleman he had mocked with his verses, the Comte De Guiche , has hired a hundred ruffians to teach him a lesson. Cyrano escorts him, kills eight of the horde, and drives off the rest. The next day, before he can tell Roxane of his feelings, she informs him that she has fallen in love with a handsome guardsman, Christian de Neuvillette ([[William Prince , though she has not even spoken to him. Cyrano hides his devastation and agrees to help her. Cyrano befriends the young man and discovers that he is infatuated with Roxane, but is too inept with words to woo her. To help him, Cyrano composes Christian's love letters to Roxane, which she finds irresistible. Later, Christian decides he wants no more help and tries to speak to Roxane face to face, but fails miserably; Cyrano, hiding in the bushes, has to come to his rescue, but this time by imitating Christian's voice and speaking to Roxane from under her balcony, after she has re-entered her house in an angry huff. He is so eloquent that he  wins a kiss for Christian from Roxane. When the arrogant Comte De Guiche, who is also wooing Roxane, pressures Roxane to marry him, Cyrano delays him long enough for her to wed Christian. Furious, De Guiche, Christian's commander, orders him to join his unit immediately for a war against the Spanish, preventing the couple from spending their wedding night together. With Cyrano under his command as well, De Guiche earns the swordsman's respect by his conduct in the war. From the field, Cyrano sends Roxane letters every day supposedly written by Christian. Roxane visits her husband in camp and tells him that she now has fallen in love with him not merely for his looks but because of his words, and would love him even if he were ugly. Realizing that she really loves Cyrano, Christian gets his rival to agree to tell Roxane the truth and let her decide between them. But before the opportunity arises, Christian volunteers for a dangerous mission and is fatally wounded, silencing Cyrano. Roxane enters a convent in mourning. Years pass, with Cyrano visiting Roxane weekly. De Guiche, who has also befriended her, has overheard a courtier plotting against Cyrano, who has continued to write satirical articles mocking the nobility, and warns her that Cyrano's life may be in danger. One night, Cyrano is lured into an ambush; the poet is run down by a carriage. Near death, he hides his injuries and goes to keep his appointment with Roxane for the last time. His secret love for Roxane is finally revealed when he recites from memory one of the love letters she has kept, but it is too late. Cyrano first slips into delirium, then dies, leaving Roxane to mourn a second time.",movie
32273564,Ferocious Planet,2011,88.0,Thriller,"During the demonstration of a device which allows the observation of alternate dimensions, an accident causes the building in which the demonstration is taking place - and its occupants - to be transported to a dimension seemingly devoid of animal life but for large, vicious carnivores which hunt and kill the displaced humans one by one. A creature with six eyes attacks the people. The senator is ripped in half, and Lex has a heart attack. While researching an alien creature, Josh Burke sprays Al with a toxin, and the first creature kills the private. While out getting water, two groups of three include Sam, Josh, and Dr. Karen Frost in one group, and Rivers, Dr. Jillian O'Hara and Murphy in the other, try to get out. Josh steals an egg, drops it on the rock, and is instantly ripped up by ""Momma."" Rivers blows him self up to save Sam, and Brian Murphy is attacked and killed by ""Momma"". Only Colonel Synn, Dr. Frost, and Dr. O'Hara are left. Colonel Synn and Dr. O'Hara manage to repair the device and return home, but sadly, Dr. Frost, who went off by herself in an attempt to find intelligent life because of a structure she saw in the distance, is left behind and is killed  by a monster.",movie
2060829,One Man Band,2011,4.25,Computer Animation,"Bass, a street performer, plays a routine tune in a deserted Italian village square in the afternoon, waiting for a pedestrian to tip him in his rusty iron cup. Soon, he spots Tippy, a humble peasant girl clutching a big gold coin, with the intention of dropping it in the piazza fountain to make a wish. Bass, seizing the opportunity, immediately plays an impromptu piece, capturing the young girl's attention. Just when Tippy is about to drop the coin into Bass's cup, a newcomer steps onto the scene. Treble, a suave and flamboyant street performer, plays a more attractive song, effectively stealing Tippy's attention, much to the anger of Bass. Not to be outdone, Bass ups his ante, with Treble daring to take it even further. As the two rivals unleash their arsenal of musical weapons, trying to vie for the attention  of Tippy, the girl cowers in their wild musical cacophony, and in the process, drops her sole gold coin, which falls down a drain and gets lost in the sewers of the village. Heartbroken, Tippy sheds a single tear, but then angrily demands from Treble and Bass a replacement coin for the one they made her lose. When the two musicians come up empty-handed, Tippy insists she take one of Treble's violins and Bass's iron cup in an attempt to get her money back by playing solo. She then tunes the violin and begins to play it like a true virtuoso, prompting a passing pedestrian to drop a large bag of gold coins into her cup. Elated, Tippy hugs the bag and approaches the fountain, but not before she pulls two coins out of her bag and tempts Treble and Bass. But as they eagerly reach out to grab them, she tosses the coins into the top of the fountain, out of reach, to their dismay. A post-credits scene shows that it is now nighttime, with Treble standing on Bass, trying to reach for the coins in vain. As the two start to fall backwards, the film ends. The music during the credits is Pablo de Sarasate's Zigeunerweisen.",movie
172008,Coquette,1929,76.0,Drama,"Norma Besant, daughter of a Southern doctor, is an incorrigible flirt and has many suitors. Her father Dr. Besant  favors Stanley ([[Matt Moore , who is taken with Norma. However Norma has met a simple man named Michael Jeffrey  who she has fallen madly in love with. Dr. Besant disapproves of Michael and orders Norma to never see him again. Norma gives him their word, then promptly plans to marry Michael in 6 months, when he's made 'good in the hills' so he can buy her a home in the valley. A few months pass and Michael sneaks down from the hills to see Norma at a Country Club dance. Wanting more time alone they sneak off to Michael's mothers cabin. According to Norma they made coffee and talked all night about the future. She returns home the next day at 4am. However someone has spotted the couple and began to spread rumors around town destroying Norma's reputation. Michael is furious and vows he will ask her father for her hand in marriage immediately. Dr. Besant is furious and a heated verbal exchange takes place with Michael leaving, vowing to run away with Norma as soon as possible. Dr. Besant orders Norma to her room and leaves, pistol in hand. As Norma's brother tries to distract her Stanley arrives, telling Norma that Michael was fatally wounded by her father. Norma runs to Michael's cabin where he dies in her arms. Dr. Besant's lawyer friend arrives begging Norma to lie on to the police to save her father's life. Norma refuses, but later as the trial wears on she changes her mind. She takes the stand and lies about Michael, trying to save her father. Norma breaks down under cross examination and her father comes to comfort her on the witness stand. As he tells her she doesn't have to lie anymore he spots the gun on the evidence table. After comforting Norma, Dr. Besant approaches the bench and confesses his guilt, saying he has done wrong and is willing to pay the price. He then takes the gun and kills himself in front of the court. Later we see Stanley waiting for Norma, who has been in the judge's chambers. He offers to walk her home, but Norma refuses saying she'd like to walk home alone.",movie
12431569,Backfire,1987,90.0,Thriller,"Mara is married to Vietnam veteran Donny, who has horrible visions and nightmares of his combat experiences. Mara is having an affair with Jake, and the lives of all are disrupted when she meets a mysterious stranger, Reed.",movie
442333,Mask,1985-03-08,120.0,Biography,"In 1979 Los Angeles, Rocky Dennis , who suffers from a skull deformity, is accepted without question by his freewheeling biker mother's boyfriends, his ""extended motorcycle family"", and his maternal grandparents  but treated with fear, pity, awkwardness, and teasing by those unaware of his humanity, humor, and intelligence. Rocky's mother, Florence ""Rusty"" Dennis  is determined to give Rocky as normal a life as possible, in spite of her own wild ways as a member of the biker gang. She fights for Rocky's inclusion in a mainstream junior high school, and she confronts a principal who would rather classify Rocky as mental retardation and relegate him to a special education school to fulfill his special needs. Rusty asks the principal if they teach ""algebra, biology, and English at this school, because...these are Rocky's needs."" Rocky goes on to thrive at school. He wins friends by assisting a locker neighbor in remembering his combination. Using humor when faced with an awkward silence during roll call, Rocky just repeats the prior new student's line ""Wow, thanks a lot."" The class turns to smile and laugh with Rocky. He shows his brilliance in History class by giving a terrific rendition of the Greek myth about the Trojan Horse and it being the starting point of the Trojan Wars. Gradually overcoming discrimination and tutoring his classmates for $3 per hour, the principal asks Rocky to accept a job as a counselor's aide at Camp Bloomfield, a summer camp for the junior blind. At his graduation from junior high, Rocky takes home the academic achievement prizes in mathematics, history and science. Rocky feels the need to leave his chronically depressed and drug addicted mother, and in a tough love way, he helps Rusty help herself break her drug habit. At camp Rocky falls in love with Diana Adams , a blind girl who cannot see  his deformed countenance and is entranced by Rocky's kindness and compassion. Rocky uses his intelligence to explain to Diana the sighted words like pillowy, clouds, red and green by using cotton balls as a touchable vision of pillowy clouds, a warm rock to explain red and pink, and a frozen rock to explain icy blue. Diana introduces Rocky to her parents, who have a suspicious feeling about Rocky, due to his appearance. It becomes clear that Diana is overprotected by her parents, who don't give any of his messages to her, nor is she allowed to answer the phone when Rocky calls from home. Near the end of the film, Rocky faces the pain of separation from his girlfriend who goes away to a Special School for the Blind and the collapse of his dream motorbike trip through Europe when his best friend who was to come with him moves back to Michigan for good. However, Rocky feels better after taking a bus trip by himself to visit Diana at the equestrian stables, located near Griffith Park. Diana tells Rocky that she never received the phone messages from her parents, and this visit was to be Rocky's final encounter with Diana. One evening when Rocky's ""Biker Family"" is visiting, Rocky is fighting a fierce headache and quietly withdraws to his room. However, Rocky dies in his sleep during the night. On the next morning, Rusty flies into a fit of grief-stricken rage that wanes into mourning after realizing that her son had died. Rusty then re-pins his map of Europe and poetically says, ""Now you can go anywhere you want, Baby."" The movie ends with Rocky's biker family, Rusty, Gar and Dozer, visiting his grave, leaving flowers and some 1955 Brooklyn Dodger baseball cards by his headstone. A prized poem Rocky penned earlier in the movie closes the film:  :These things are good: :Ice cream and cake, :A ride on a Harley, :Seeing monkeys in the trees, :The rain on my tongue, :And the sun shining on my face. :These things are a drag: :Dust in my hair, :Holes in my shoes, :No money in my pocket, :And the sun shining on my face.",movie
20541936,Hello Schoolgirl,2008-11-27,113.0,Romance Film,"Kwon Yeon-woo  is a somewhat naive 30 year old low-level civil servant who works in a city hall branch office. After moving into a new apartment, he encounters a high school girl, Soo-young , and sees her on his way to work every morning. She is a cheerful and eccentric 18 year-old who lives with her mother downstairs from him. Over time, the two begin to develop feelings for one another. Meanwhile, 22 year old Kang Sook , has just started working at the branch office. He falls head over heels for 29 year old Kwon Ha-kyeong , a melancholy woman who wanders around taking pictures. She is still holding onto an old flame, and keeps looking for traces of that lost love every day. Kang Sook continues to woo her, regardless of her living in the past. Can these two relationships ever lead to a happy ending?",movie
2844095,Mouchette,1967,81.0,Drama,"This is the tale of a young girl whose life is filled with tragedy. Mouchette  lives in an isolated rural village with her alcoholic father and bedridden mother, where she takes care of her infant brother and does all the housework. The film opens with a gamekeeper, Mathieu , watching a poacher, Arsène  as he sets his snares in the sunlit woods. Mouchette is first introduced at her school, in bedraggled clothes and oversized clogs, where she is mocked by her classmates and chastised by her teacher, first for refusing to sing, and then for singing off-key. To correct this, her teacher grabs her by the head, orienting Mouchette's ear toward the piano keys, while she strikes the correct note several times. Later, in a contrast to the misery of her daily life, Mouchette goes to the fair and rides on the bumper cars. She meets a young man who bumps his car into hers several times. She bumps into his a few times. Despite the physical shocks incurred upon her during the activity, Mouchette seems to overlook them, and even likes the young man. Afterwards her father abruptly intervenes, slapping her on the face before she can speak to the boy. While walking home from school one day, she gets lost in the woods, and must seek shelter in a nearby house when a fierce rainstorm falls. The owner of the house, Arsène, an alcoholic epileptic, fears he has killed a man with whom he had fought, and attempts to use Mouchette as an alibi to disabuse him of the blame. After she agrees to repeat the story he gives her, Arsène rapes her. She runs into the woods to hide and at sunrise leaves for home, humiliated by the experience. Later in the day, when confronted about the fight in the woods, she tries to offer the agreed upon story, having to state reluctantly that she was at Arsène's house through the night because they were lovers. Returning home and finding her mother's condition worsening, she attempts to assuage her fears by comforting her. When her mother eventually succumbs to this sickness, she is brought in by an elderly women who gives her several dresses as well as a shroud to cover her mother upon her mourning. As she leaves, overwhelmed by the disaster that has befallen her, she goes to a nearby lake, covers herself in the shroud, rolls herself downhill into the water, and drowns.",movie
20088468,The Big Man,1990-08-31,92.0,Crime Fiction,"A Scottish miner  becomes unemployed during a union strike. He is unable to support his family and cannot resolve his bitterness about his situation. Desperate for money, he accepts an offer made by a Glasgow gangster to fight in an illegal bare-knuckle boxing match. A long and brutal fight follows. Filmed at locations in Coalburn, Glasgow and Spain.",movie
7156316,Who Done It?,1942,76.0,Thriller,"Chick Larkin  and Mervyn Milgrim  both work at the soda counter of a local radio station. Their true passion, however, is to become writers on the radio mystery show. They attend a broadcast of the radio program Murder at Midnight along with one of the writers, Jimmy Turner  and the producer, Jane Little . As the show begins, the network president, Colonel J.R. Andrews , is mysteriously electrocuted. Seeing this as an opportunity to become radio writers, Chick and Mervyn impersonate detectives and attempt to solve the crime. Meanwhile, Moran  and Branningan , two real detectives, consider the 'fake' detectives to be prime suspects. A chase ensues throughout the studio and other murders are discovered, including that of Dr. Marek , Andrews' personal physician. Larkin and Milgrim flee the studio before hearing that Milgrim has apparently won $10,000 on the Wheel of Fortune radio program, for which he must return to the studio in order to claim the prize. Larkin and Milgrim return, only to be arrested by the real detectives, whom Turner and Little manage to convince that there should be a full reenactment of the program that led to the murders, under the ruse that the true culprit will be revealed. An eavesdropping Nazi spy , who uses the radio station to transmit information to his cohorts, attends the broadcast. It turns out that the spy murdered the Colonel and his physician because they found out about his illegal radio transmissions. During the broadcast, he is revealed to be the killer and escapes to the roof, where he is nabbed by Larkin and Milgrim.",movie
5326705,4 aventures de Reinette et Mirabelle,1987,102.0,Romance Film,"Four episodes  in the relationship of two young women, Reinette, a country girl, and Mirabelle, a Parisian: city girl and country girl. The first is entitled ‘The Blue Hour’ and recounts their meeting. The second centers on a café and a waiter, a difficult man ‘with attitude.’ In the third they interact with and discuss their different views on society’s ‘margins’: beggars, thieves, swindlers. And in the fourth, on a bet, Reinette, an art student, and Mirabelle succeed in selling one of Reinette’s paintings to an art dealer while Reinette pretends to be mute and Mirabelle, who effects not to know her, does all the talking.",movie
1041202,Wide Awake,1998-03-20,88.0,Drama,"During his year in the fifth grade, ten-year-old Joshua Beal ([[Joseph Cross  begins a personal search to find answers about life and death — a journey triggered by the passing of his beloved grandfather .Wide Awake Yahoo! Movies. Josh attends Waldron Mercy Academy, a private Catholic boys' school . The adults in his world have not been able to convince him that his grandfather is in good hands, so he sets out on a personal mission to find God. In their varying ways he is guided on his metaphorical journey by his best friend Dave  and a baseball-loving nun  who teaches at his school. Josh shows doubts about his religion as he questions if God truly exists, particularly when Dave is diagnosed with epilepsy and the moments as Josh experiences his first crush. As his academic year comes to end, he finds his answer in an unexpected way.Overview The New York Times.",movie
5186681,Mr. Dramatic,2005,12.0,Short Film,"After a series of fruitless relationships, an innocent young woman ventures out yet again into the social wasteland of Hollywood, California. Hoping to find Mr. Right, she instead meets “Mr. Dramatic,” a poor bastard stuck in his own world of cinematic clichés. From the moment he enters her life, neither of them will ever be the same. It isn’t pretty… but neither is dating in Los Angeles.",movie
1843114,Where the Buffalo Roam,1980,99.0,Parody,"The film opens in the Rocky Mountains on the Colorado ranch of Dr. Hunter S. Thompson, a journalist furiously trying to finish a story about his former attorney and friend, Carl Lazlo, Esq. Thompson then flashes back to a series of exploits involving the author and his attorney. In 1968, Lazlo is fighting to stop a group of San Francisco youngsters from receiving harsh prison sentences for possession of marijuana. He convinces Thompson to write an article about it for Blast Magazine. Thompson's editor, Marty Lewis, reminds Thompson that he has 19 hours to deadline. The judge hands out stiff sentences to everyone, and the last client is a young man who was caught with a pound of marijuana and receives a five-year sentence. Lazlo reacts by attacking the prosecuting attorney and is then jailed for contempt of court. The magazine story about the trial is a sensation, but Thompson does not hear from Lazlo until four years later, when Thompson is on assignment covering Super Bowl VI in Los Angeles.Super Bowl VI was actually played in New Orleans, Louisiana. Lazlo appears at Thompson's hotel and convinces him to abandon the Super Bowl story and join his band of freedom fighters, which involves smuggling weapons to an unnamed Latin American country. Thompson goes along with Lazlo and the revolutionaries to a remote airstrip where a small airplane is to be loaded with weapons, but when a police helicopter finds them, Lazlo and his henchmen escape on the plane while Thompson refuses to follow. Thompson's fame and fortune continues. He is a hit on the college lecture circuit and covers the 1972 presidential election campaign. After being thrown off the journalist plane by The Candidate's press secretary, Thompson takes the crew plane and gives straight-laced journalist Harris from the Post a strong hallucinogenic drug and steals his clothes and press credentials. At the next campaign stop, in the airport bathroom, Thompson is able to use his disguise to engage The Candidate in a conversation about the ""Screwheads"" and the ""Doomed"". The Candidate tells Thompson ""fuck the doomed"". Thompson, still posing as Harris, returns to the journalist plane. Lazlo then appears, striding across the airport tarmac in a white suit. He boards the plane and tries to convince his old friend to join his socialist paradise somewhere in the desert. After causing a disturbance, Thompson and Lazlo are thrown off the plane and Lazlo's papers that describe the community are blown across the airport runway. Lazlo, presumably, is not heard from again. The action then returns to Thompson's cabin, just as the writer puts the finishing touches on his story, explaining that he didn't go along with Lazlo because ""it never got weird enough for me.""",movie
17697199,Emma's Bliss,2006,99.0,Romantic drama,"Upon being informed that he is fatally ill with cancer, Max, who works at a used car lot, steals over seventy thousand illegally gained euros from his boss. His boss sees him, giving chase to Max. Max intentionally crashes the car. He is pulled unconscious from the destroyed vehicle by a homely young woman, Emma, who lives alone on a farm in the boondocks. She discovers the money and sets the car aflame. When Max comes to, she tells him that the car has burned and that she took nothing but him from the car before it burst into flames. Max hides from her the fact that he is dying. He also hides from the police, in the form of the near-by village's young officer, Henner, who has had his heart set on marrying Emma. Love blooms between Max and Emma, after some stumbles, such as his finding out that she had taken the money.",movie
19578367,Brainwashed,1960-09-02,103.0,Drama,"Chess world champion Centowic wants to travel by ship to an important chess tournament. The ship, however, starts behind schedule, because a mysterious and obviously anxious passenger, who is on his way to the port with Bishop Ambrosse, is expected. During the trip, passengers ask grumpy Centowic to play a chess game, which he reluctantly agrees to. Centowic's opponents are about to lose the match. However, the mysterious passenger, who accidentally joins the scene, intervenes and helps them to turn the match into a draw. Centowic is amazed to not have ever seen the stranger, who, as he says, has just had his first chess piece in his hands, at any important tournament. A flashback tells the stranger's story: He is Werner von Basil, an Austrian lawyer. Together with Bishop Ambrosse, he hides art treasures abroad in order to protect them from the national socialists who had just occupied Austria. Von Basil doesn't take the bishop's warnings about the threat for him too seriously. On a party given by von Basil, the newly inaugurated Gestapo man, Hans Berger engages ballet dancer Irene Andreny, who is his girlfriend, to learn from von Basil where the art treasures are. When she is unsuccessful, Berger has von Basil arrested the same evening. In order to break von Basil's will, Berger puts him into solitary confinement. Von Basil has all his personal belongings taken from him; the only variety in his every-day routine is the guardian who provides him with food. Berger is pressured not only by Irene, who feels neglected, but also by his superior Hartmann, as von Basil keeps the hiding-place of the art treasures a secret even after six weeks of isolation. As von Basil pretends to be cooperative and is brought to a questioning, he succeeds in stealing a book from a coat pocket. In the questioning, von Basil drops Berger in it and feels the sympathy the present Irene feels for him. Back again in his room, von Basil is disappointed to learn that the book he has stolen just deals with chess matches. Due to a lack of alternatives, von Basil reads it and uses pieces of bread as chess pieces to re-enact the chess matches described in the book. Even as Berger discovers his secret and deprives him of the book, von Basil plays chess against himself in his mind. After asking bishop Ambrosse for help, Irene begs Berger to release von Basil but is insulted by Berger. As von Basil suffers from a nervous breakdown but still refuses to reveal his secrets, Hartmann now tries on his own to break von Basil's will. As von Basil plays yet another match against Centowic, he furiously attacks Centowic, as he wants to learn form Centowic how much information he gave away during his solitary confinement. Irene joins the scene and is able to assure von Basil that he revealed none of his secrets. Irene was spared harassment; Berger was no longer of use for his superiors. Von Basil and Irene fall in love with each other.",movie
1249014,Knife in the Water,1962-03-09,94.0,Thriller,"Andrzej  and Krystyna  are driving to a lake to go sailing when they come upon a young man  hitchhiking in the middle of the road. After nearly hitting him, Andrzej invites the young man to pick his seat and to take a nap while they continue driving. When they arrive at the docks, instead of leaving the young man behind, Andrzej invites him to sail with them for the day. The young man accepts the offer, and, not knowing much about sailing, is forced to learn many hard lessons from Andrzej. Meanwhile, tension gradually builds between Andrzej and the unnamed hitchhiker as they vie for the attentions of the young wife. The title refers to the major turning point in the film when Andrzej taunts the young man with the latter's treasured pocket knife, which is accidentally lost in the water. A fight ensues between Andrzej and the hitchhiker and the latter falls into the water. The husband and wife search for him, but cannot find him and assume that he has drowned, since earlier he had claimed that he could not swim. Wife and husband quarrel about what to do next about the situation, resulting in the husband fleeing to escape his problem, by jumping off the yacht and swimming to shore. Afterwards, once the young man realizes that the husband has jumped the yacht, he comes out from hiding behind a buoy on the lake, and returns to the yacht where Krystyna is drying off and presumably wondering what action to take next. Before the young man goes on his way they become passionate towards each other. When Krystyna sails into the dock, Andrzej is waiting for her. He wants to go the police to report the young man as missing, but Krystyna tells him that the young man returned, and he is unconvinced even when Krystyna confesses to having been unfaithful with the young man. Andrzej appears confused and the car does not move.",movie
9016038,Curly Top,1935,75.0,Black-and-white,"Young Elizabeth Blair lives at the Lakeside Orphanage, a dreary, regimented place supervised by two decent but dour women. Her older sister Mary works in the kitchen, laundry, and dormitory. Elizabeth is a sweet child but her high spirits often lead her into trouble with the superintendent. When the trustees descend on the orphanage for a tour of inspection, Elizabeth is caught playfully mimicking the head trustee and is threatened with being sent to a public institution. Young, rich, handsome trustee Edward Morgan intervenes. He takes a liking to Elizabeth and, in a private interview with the child, learns that most of her life has been spent obsequiously expressing her gratitude for every mouthful that has fallen her way. He adopts her but, not wanting to curb Elizabeth’s spirit by making her feel slavishly obligated to him for every kindness, he tells her a fictitious “Hiram Jones” is her benefactor and he is simply acting on Jones’s behalf as his lawyer. He nicknames her ""Curly Top."" Meanwhile, he has met and fallen in love with Elizabeth’s sister Mary but will not admit it. Elizabeth and Mary leave the orphanage and take up residence in Morgan's luxurious Southampton beach house. His kindly aunt, Genevieve Graham, and his very proper butler Reynolds are charmed by the two. Elizabeth has everything a child could want including a pony cart and silk pajamas. Mary secretly loves Morgan but, believing he has no romantic interest in her, she accepts an offer of marriage from young navy pilot Jimmie Rogers. Morgan is taken aback but offers his congratulations. Hours later, Mary ends the engagement when she realizes she doesn't truly love Jimmie. Morgan then declares his love, reveals he is the fictitious “Hiram Jones,” and plans marriage and a long honeymoon in Europe with Mary.",movie
27363750,Successive Slidings of Pleasure,1974-03-07,105.0,Thriller,The film delves into the surreal and demented psyche of a young woman following the murder of her partner Nora. She is incarcerated in a convent prison where her sexual and sadistic desires interrupt her sense of reality.,movie
76643,A Woman Under the Influence,1974,146.0,Romance Film,"Los Angeles housewife and mother Mabel loves her construction worker husband Nick and desperately wants to please him, but the strange mannerisms and increasingly odd behavior she displays while in the company of others has him concerned. Convinced she has become a threat to herself and others, he reluctantly commits her to an institution, where she undergoes treatment for six months. Left alone with his three children, Nick proves to be neither wiser nor better than his wife in the way he relates to and interacts with them or accepts the role society expects him to play.",movie
6760470,LarryBoy and the Bad Apple,2006-07-29,45.0,Musical,"Archibald Asparagus joins Bob the Tomato and Larry the Cucumber on the countertop. He and Larry have received a text message concerning one viewer's struggles with the temptation to play video games all day. Pushing the ""frail and helpless"" tomato out of the way, they present the story of ""LarryBoy and the Bad Apple"". As the story begins, Bumblyburg is preparing to celebrate its 300th birthday. However, there is one concern about a mysterious web that has appeared around the statue of Obadiah Bumbly in the town square. While the townspeople fret and prepare for the celebration, LarryBoy is in the Larry-Mobile on his way back to the Larry-Cave, snacking on Recess Peanut Butter Cups. Alfred reminds him that eating too much chocolate will make him ill and compromise his abilities as a superhero. Back at the cave, LarryBoy becomes sick and admits that he can't control his chocolate addiction. With help from Alfred, he begins an exercise regimen that aims to limit the chocolate in his diet. Meanwhile, a mysterious villain apple named the Bad Apple is formulating a plan to derail the city's celebration. Her strategy is to enslave everyone by their own personal temptations, allowing her to take over the city of Bumblyburg while everybody is incapacitated. She tasks her sidekick, Curly the Worm, with identifying the weaknesses of each of the city's most important citizens: Mayor Blueberry, Reporter Petunia, and LarryBoy, for she believes that eliminating these three will cripple the city's leadership, communication, and law enforcement. She begins by paying a visit to Mayor Blueberry, whose weakness is vanity. Bad Apple preys on this weakness by convincing her that as a representative of Bumblyburg, it is her duty to look her best and spins a web  in which she claims there are countless beautiful things to improve the mayor's appearance. Her vanity validated, the Mayor steps into the trap. Next, she pays a visit to Petunia, whose weakness is playing video games. Petunia realizes her important role in keeping the city informed, but admits that she could use a break. Bad Apple spins another trap, this one containing a test version of the latest, unreleased video game system. Unable to resist the temptation, Petunia steps into the trap to play. Meanwhile, back at the Larry-Cave, Alfred has discovered that the mysterious webs have plagued Bumblyburg before. On an old, scratchy film reel, he learns that an apple named Ephraim Apply tried to ensnare the settlers of the new town with diversions at an establishment called Apply's Funhouse. The people succumbed and the town suffered until Obadiah Bumbly arrived in time to liberate the people and banish Ephraim Apply forever. The Bad Apple pays a visit to LarryBoy, and, having learned of his weakness for chocolate, uses it to gain entrance to the Larry-Cave. Little by little, she dampens his resolve until he too falls into a trap designed specifically for him. With Larry indisposed in the ""Chocolate Room"", she easily breaks Alfred upon his return, ensnaring him by the television in front of his favorite cartoon. With Bumblyburg's leaders and heroes out of the way, the Bad Apple proceeds to the town square to fulfill her great-uncle Ephraim's destiny: opening up the new and improved ""Apply's Funhouse II"". She and Curly begin to lure the helpless citizens into the funhouse. At the Larry-Cave, Alfred and LarryBoy realize that they need each other's help to fight the temptation. Working together, they dissolve the webs of their traps, then quickly set out to rescue Mayor Blueberry and Petunia. They then all rush to the town square to fight temptation together. As LarryBoy fights the Bad Apple, the funhouse topples and nearly crushes a mother and her baby. LarryBoy saves them and all of Bumblyburg by, flinging the funhouse, along with the Bad Apple and Curly, out of the square and out of the city. The lessons learned are reviewed on the countertop: that giving into temptation prevents us from being the people God wants us to be; and that we can't always fight temptation alone. As the show wraps up, Bob makes an unexpected appearance as ""The Red Wonder"".",movie
8034072,Journey of a Woman,2007-10-12,155.0,Musical,"Vaibhavari Sahay, affectionately called Badki , and Shubhavari Sahay, affectionately called Chutki  are the daughters of Shivshankar Sahay  and Sabitri . They live together on the banks of the Ganges in Banaras. Life is full of happiness and joy for the two, though the family is relatively poor. Badki especially is protective of her family and is determined to ensure Chutki completes her education. As things go from bad to worse, Badki goes to Mumbai to find work. After encountering many obstacles and feeling desperate and out of options, she is forced to become the exclusive call girl ""Natasha"". Misleading her family &mdash; telling them she is an event planner &mdash; and sending them money for her father's medicines and to keep the family home from being foreclosed on, Badki hides her secret. Chutki completes her MBA and, unannounced, comes to live with Badki in Mumbai. The younger sister becomes a trainee at the Matrix Advertising agency, and Chutki falls in love with her boss, creative director Vivaan . Badki finds love in attorney Rohan  but leaves him, afraid that he would be disgusted by her profession. Chutki inadvertently discovers what Badki does for a living. The two sisters return to Banaras for Chutki's wedding; Badki comes face to face with Rohan, as he is revealed to be Vivaan's brother. Old feelings resurface between the two and eventually Rohan asks Badki to marry him. Badki refuses, feeling that Rohan would never accept her after knowing her profession. Chutki convinces Badki to think about her happiness for once and accept his proposal. During the conversation Shivshankar, Sabitri and Chutki finally face the lies and secrets realising what Badki sacrificed for the family. Badki reveals her profession to Rohan who shocks her by announcing that he knew, from the moment he saw her with her client in Zurich, that she was a call girl. Despite that he still wants to marry her. Badki readily accepts, finally gaining the happiness she has sought.",movie
549949,Carnal Knowledge,1971-06-30,98.0,Sex comedy,"Sandy and Jonathan are roommates at Amherst College whose lives are explored and seem to offer a contrast to one another. Spanning a 25-year period, from their college years in the mid-1940s to middle aged adulthood in the early 1970s, the film explores their relationships with various women, Susan, Bobbie, Jennifer, Cindy, and Louise.",movie
