item_id,title,author,pub_date,genre,summary
10935845,The Shaving of Shagpat,George Meredith,1856,Speculative fiction," Shibli Bagarag, a Persian barber, and Noorna, an enchantress, are given the quest of shaving the tyrant Shagpat, who by the power of his magical hair holds his city in thrall. Along the way Shibli acquires a magic sword and meets a series of exotic creatures, including a talking hawk and several genies. The second paragraph of the book provides a capsule summary of the story: ""Now the story of Shibli Bagarag, and of the ball he followed, and of the subterranean kingdom he came to, and of the enchanted palace he entered, and of the sleeping king he shaved, and of the two princesses he released, and of the Afrite held in subjection by the arts of one and bottled by her, is it not known as 'twere written on the finger-nails of men and traced in their corner robes?"""
29564231,Life,James Fox,2010-10-26,Memoir," Life is a memoir covering Keith Richards's life, starting with his childhood in Dartford, Kent, through to his success with the Rolling Stones and his current life in Connecticut. His interest in music was triggered by his mother, Doris, who played records by Sarah Vaughan, Billy Eckstine and Louis Armstrong, and his maternal grandfather, Augustus Theodore Dupree, a former big band player, who encouraged him to take up the guitar. In his teens he met up with Mick Jagger, who he had known in primary school, and discovered that they both shared a love of blues music. In the early 1960s Richards moved into a London flat, shared with Jagger and Brian Jones. Together with Bill Wyman, Ian Stewart and Charlie Watts, the Rolling Stones were founded in 1962, playing gigs at Ealing Jazz Club and the Crawdaddy Club. The book chronicles Richards's career with the Stones since 1962, following their rise from playing small club gigs to stadium concerts, Richards's drug habits, his arrests and convictions. His relationships with a number of women, including Anita Pallenberg, Marianne Faithfull, Ronnie Spector and Patti Hansen, whom he married in 1983, are covered in detail. The often difficult partnership between Richards and Jagger is referred to throughout the work and coverage of this has caused much media interest. Throughout the work, much attention is given to Richards' love of music, his style of playing and chord construction. His non-Stones projects, such as the X-Pensive Winos and recording with the Wingless Angels in Jamaica, as well as collaborations with Chuck Berry and Gram Parsons amongst others are covered in some detail."
22563666,Vampirates:Black Heart,Justin Somper,2009,Children's literature," There's a new ship of vampirates roaming the seas, leaving a trail of fear and devastation in its wake, led by Sidorio. When a high-profile pirate is slain, the Pirate Federation takes decisive action and dedicates Cheng Li's ship to be the first of many ships to be vampirate assasians. Amongst the dynamic crew is young pirate prodigy Connor Tempest and two of his academy friends. Meanwhile, Connor's twin sister Grace enjoys a bittersweet reunion with their mother, Sally, who has some important and shocking news for her daughter. As Grace uncovers the truth about her family's past, she realizes that she and Connor face a daunting and uncertain future, because Grace and Connor are half vampires and half human. Alas, Sally dies, and Connor then ""kills"" Lady Lola Lockwood by beheading her with a special sword. Sidoro then tries to kill him but then Cheng Li tells him that Connor is his son. On hearing this shocking piece of news, he brings him on board his ship. He tracks down Grace and keeps her on his ship too and refuses to let the twins leave."
8471986,First Love: A Gothic Tale,Joyce Carol Oates,1996,Gothic fiction," 11-year-old Josie arrives in upstate New York to live with her great-aunt after her mother abandons her father for no apparent reason. There, she meets her 25-year-old cousin, Jared, who is studying to be a minister. Her stay is very unpleasant; she is physically and psychologically abused by both her mother and great-aunt. She is also bullied without mercy at her new school. Her mother turns her away for love and comfort. Feeling abandoned and unloved, she turns to Jared for the affection she longs for. However, Jared's intents are anything but to love and care for her. He uses false affection to get her to self-mutilate herself, drink her own blood, look at pornographic material, and endure verbal abuse from him. He soon begins sexually abusing her, which Josie mistakes to be him expressing true love to her, although she knows that what they are doing is wrong. Josie eventually discovers that her mother is incapable of love because she was always felt unimpressed by Josie's father and several other men. After staying there for an extended period of time, Josie starts to have a psychological breakdown within herself, probably from her taboo relationship with Jared. At one point in the novellette, she and Jared, after initiating sexual intercourse by a creek, sit together. Then, Jared cuts his chest with a stone, and Josie licks the blood off before he dies from blood loss. This is the climax of the novella. After, she leaves the mansion, breaking free of Jared's prison."
3319237,The Laughing Policeman,Maj Sjöwall,1968,Crime Fiction," A gunman shoots the passengers of a public transport bus with a sub-machine gun; he kills eight people (including Detective Åke Stenström), and wounds one. Detective Beck and his team suspect the mass-murder is to disguise the murder of Detective Stenstrom, who was spending his free time investigating the sixteen-year-old murder of a Portuguese prostitute."
6263825,Land of Unreason,Fletcher Pratt,1942,Speculative fiction," Fred Barber, an American staying as a guest in an English country home during World War II, consumes a bowl of milk left as an offering for the fairies, substituting liquor in its place. The rightful recipient of the offering, drunk and offended at the substitution, takes vengeance by kidnapping Barber off to the Land of Faerie as a changeling, a fate normally reserved for infants. He finds Faerie beset by a menace echoing the war in his own world. Trapped in a magical realm where rationality as he knows it is turned upside-down and failure to follow the rules can have dire consequences, Barber undertakes a quest in the service of Oberon, the fairy king, in order to be returned to his own world. The outcome, befitting a realm in which nothing is as expected, is one that neither he nor the reader anticipates, for Fred Barber is not quite the man he thinks he is..."
9173457,When Hitler Stole Pink Rabbit,Judith Kerr,1971,Children's literature," The story starts in Berlin, March 1933, when nine-year-old Anna, the main character in the trilogy, finds out her father is missing one morning. She and her brother, Max, discover that Papa thinks that Hitler might win the elections, and has fled to Prague. Because the family is Jewish, and Papa is also a well-known Jewish author, this is important. If Hitler was to win the elections, Mama, Max and Anna would join him in Switzerland. If he was to lose, then Papa would come back home to Berlin. However, the plan goes wrong, and Mama and the children are rushed into Switzerland in alarming secrecy. It is at this time that Anna has to choose which toy she wishes to take with her. She opts to take her new woolly dog, and leave behind her pink rabbit toy, believing she will return to Berlin after a short time. It is from this that the title is derived as she considers that Hitler and the Nazis have ""stolen"" her toy. There, they settle in a Swiss boarding house, and the family stay there for a few months. But soon, Papa thinks that they should move to Paris, and goes there to find out about accommodation. Papa comes back and wants Mama to come back with him as a prospective buyer. So Max and Anna are left on their own for a little while. The Nazis find out about Papa as he travels, and a price of one thousand marks is put on his head. This really scares Anna and she is afraid that it means that Papa will be put in a room with one thousand coins being dropped onto his head, suffocating him. She goes on believing this until Max tells her what it really means. When Papa soon comes back to collect them, (Mama stays in Paris to settle into the apartment they have bought) a porter tries to put them on the wrong train, one that would send them back to Germany, so that he could be imprisoned by the Nazis. Fortunately, though, Anna notices the label just in time, and they manage to get back on the correct train to Paris. There, Max attends a boys' school, and it takes a long time but Mama finally finds an elementary school for Anna. Anna finds French hard for a little while, but one day it clicks and she finds herself able to speak it fluently. After two years in Paris (in 1936), the family decide to move again, this time to London after Papa thinks the BBC might buy a biographical film script on Napoleon, inspired by a talk he had with the children. The story ends as Mama, Papa, Max and Anna get off the train in England, to be greeted by Mama's Cousin otto"
4733421,What Katy Did,Sarah Chauncey Woolsey,1872,Children's literature," Twelve-year-old Katy Carr lives with her widowed father and her five brothers and sisters in a small midwestern town called Burnet. Her father, a doctor, is very busy and works long hours. The children are mostly cared for by their paternal Aunt Izzie, who is very particular, and something of a scold. Under these circumstances Katy, a bright, headstrong, hasty girl, can hardly avoid getting into mischief almost daily; however, she is unfailingly remorseful afterward. She dreams of someday doing something ""grand"" with her life - painting famous pictures, saving the lives of drowning people or leading a crusade on a white horse. At the same time, she wants to be ""beautiful, of course, and good if I can"". When her mother died four years earlier, Katy promised to be a little mother to her siblings; however, she leads them into all sorts of exciting adventures and is sometimes impatient and cross with them. When her Cousin Helen, an invalid, comes to visit, Katy is so enchanted by her beauty and kindness that on the day of Helen's departure she resolves to model herself on Helen ever afterward. The very next day, however, Katy wakes in an ill humour, quarrels with her aunt and pushes her little sister so hard that she falls down half a dozen steps. Afterwards, sulky and miserable, Katy decides to try out the new swing in the woodshed although Aunt Izzie has, for some reason, forbidden it. The swing is unsafe because one of the staples supporting it is cracked. Had Aunt Izzie explained this, ""all would have been right,"" but she believes that children should obey their elders without question. Katy swings as high as she can and, as she tries to graze the roof with her toes, the staple gives way. She falls hard, bruising her spine. The lively Katy is now bedridden, suffering terrible pain and bitterness. Her room is dark, dreary and cluttered with medicine bottles; when her brothers and sisters try to comfort her, she usually drives them away. However, a visit from Cousin Helen shows her that she must either learn to make the best of her situation or risk losing the love of her family. Helen tells Katy that she is now a student in the ""School of Pain"" where she will learn lessons in patience, cheerfulness, hopefulness, neatness and making the best of things. With Cousin Helen's help she makes her room tidy and nice to visit and gradually all the children gravitate to it, always coming in to see Katy whenever they can. She becomes the heart of the home, beloved by her family for her unfailing kindness and good cheer. After two years Aunt Izzie dies and Katy takes over the running of the household. At the end of four years, in a chapter called ""At Last"", she learns to walk again. The book includes several poems."
28277132,Madonna: An Intimate Biography,J. Randy Taraborrelli,2001-04,Biography," The book opens with Madonna's birth, her early years in Michigan, and her 1977 move to New York City where she was involved with modern dance, two pop groups, composing, and releasing her 1983 debut album, Madonna. Her rise to superstardom as a pop icon is chronicled and her cutting edge music videos, albums, first concert tour, film roles, and marriage and divorce to Sean Penn are examined. The book investigates her controversial religious imagery and her erotic productions, Erotica, Sex, and Body of Evidence. The book describes a mellowing in her appearance and provocativeness, and, among other things, the release of her next several albums, her Golden Globe Award-winning musical film portrayal of Eva Peron, and her high-grossing Drowned World Tour. The births of her elder daughter and son are chronicled and her marriage to Guy Ritchie."
608748,Congo,Michael Crichton,1980,Science Fiction," The novel starts with an abrupt end to an expedition sent by Earth Resource Technology Services Inc. in the dense rain forests of Congo when the team is attacked and killed by an unknown creature and all contact with them is lost. The expedition, searching for deposits of valuable diamonds, discovered the legendary lost city of Zinj (in Arabic Zinj or Zanj refers to the southern part of the East African coast). A video image taken by a camera there, and transmitted by satellite to the base station in Houston, shows a peculiar race of grey haired gorillas, to be responsible for the murders. Another expedition, led by Karen Ross, is launched to find out the truth and to find the city of Zinj, where there are believed to be deposits of a certain diamond, type IIb, which are naturally boron-doped and thus useful as semiconductors, though worthless as gemstones. This time the searchers bring along the famous White African mercenary Munro, as well as a female gorilla named Amy, who has been trained to communicate with humans using sign language, and her trainer Peter Elliot. Time is of the greatest essence, as a rival consortium of Japan, Germany, and Holland has also set off into the jungle after the diamonds, turning the entire expedition into a race to the city of Zinj. Unfortunately for Ross and her team, the American expedition encounters many delays along the way, including plane crashes, native civil wars, and jungle predators. Eventually, Ross and her expedition reach the City of Zinj and discover the consortium camp, like the original expedition's camp, in ruins and devoid of life. Ross and her team lose contact with the ERTS HQ due to a massive solar flare, then encounter the killer gorillas and are attacked. A brief battle ensues and several gorillas are killed. After studying the corpses and performing a rudimentary field autopsy, it is concluded the animals are not ""true"" gorillas by modern biological standards, but presumably a gorilla-chimpanzee or gorilla-human hybrid: their mass and height is closer to humans than gorillas, their skull is greatly malformed (the ""ridge"" that makes gorilla heads look ""pointy"" is nearly nonexistent) as well as their pigmentation is on the border of albinism: light gray fur and yellow eyes. In addition, they exhibit different behavior: they are much more aggressive, ruthless and partially nocturnal (attacks are always at night, yet a very large group was observed feeding during the day). Peter Elliot intends to name them Gorilla elliotensis after himself. Afterwards, Ross, Elliot, and Munro explore the ruins and discover that the killer gorillas were bred by the ancient inhabitants of Zinj to serve as guard dogs to protect the diamond mines from intruders. After several more attacks, Elliot, with the help of Amy, finds a way to translate the language of the new gorillas (she refers to them as ""bad gorillas"") and piece together three messages (""go away"", ""don't come"", ""here bad""); they stop fighting the humans and become confused, leaving the camp. Their victory is cut short by the eruption of the nearby volcano, accelerated by the explosives placed by Ross for her geological surveys, that buries the city, the diamond fields and all proof of the ""new"" species under 800 meters of lava. Ross, Elliot, Munro, and the rest of the team's survivors are forced to run for their lives. The team then manages to find a hot air balloon in a crashed consortium cargo aircraft and uses it to escape. In an epilogue, it is revealed that Munro was able to retrieve a few hundred carats of the valuable diamonds and sold them to Intel for use in a revolutionary new computer processor, while Amy was reintroduced into the wild and was later observed teaching her offspring sign language."
9968731,The Rose of Tibet,Lionel Davidson,1962,Thriller," Charles Houston makes a perilous and illegal journey from India into the forbidden land of Tibet during the unsettled time 1950/51, in the hope of rescuing his vanished brother. What he does not know is that his coming was prophesied a century earlier, and he is awaited by an impossible love, an enormous treasure, and the invading Red Chinese army."
26516192,Quarry,Ally Kennen,2011-02,Young adult literature," Scrappy, a 15-year-old boy, lives in a breaker's yard next to the motorway and is being sent crazy anonymous dares. Once he gets caught up in them, he finds he can't stop, no matter how much he wants to, and the last challenges send him to the very edge."
11343777,Murder on Mars,Hugh Walters,1975,Science Fiction," On a crater on Mars an engineer from Mars Base has been found dead, his spacesuit slashed. Despite having a large number of suspects to interview, Morrey Kant, Serge Smyslov and Tony Hale's questioning flushes out a prime suspect. But Tony doesn't believe they have the right man and hatches a dangerous plan to find the real killer."
12336423,Elvissey,Jack Womack,1993,Dystopia," In this novel, DryCo is facing problems from a mass religious movement centered on the premise that Elvis Presley was a semi divine figure, who performed miracles for believers in his sect. It decides to resolve this problem by retrieving a younger alternate history Elvis, and bringing him to present day New New York to discredit the posthumous reputation and mythology that now surrounds Elvis. The retrieval team are a married couple, Iz and John. Iz is actually an African American, although cosmetic surgery has led to an uncomfortable masquerade as a ""Caucasian"" woman in the chosen alternate history. It turns out to be that of Terraplane, the previous novel in the DryCo quartet, where Abraham Lincoln was prematurely assassinated, the American Civil War never took place, and slavery was only abolished in 1907. Therefore, this world is backward when it comes to African-American civil rights, and racist segregation is still widespread there. In Terraplane (1989), it was hinted that the assassination of Winston Churchill and Franklin Delano Roosevelt and the abduction of Joseph Stalin would lead to a Nazi victory in its World War II. However, this envisaged outcome did not transpire. Instead, Leon Trotsky takes advantage of the power vacuum in the post-Stalinist Soviet Union, returns from exile in Mexico, and assumes power in his stead. Therefore, there is still a Nazi-Soviet Pact, but Operation Barbarossa does not occur because the USSR rearms to the same extent as Nazi Germany. Moreover, Trotsky declares war on Nazi Germany before it can launch Barbarossa to its east and betray the Nazi-Soviet Pact in 1941. In the Pacific theatre, the United States defeats Japan in 1946, but they do so through dropping fourteen atomic bombs on the Home Islands, which reduces it to an irradiated wasteland. Meanwhile, Hitler is assassinated in 1944, and the new Chancellor Speer signs an armistice with Britain, the United States and the Soviet Union, which leads to an unstable multi polar world due to the inconclusive result of World War II in this world. In its 1954, the alternate Elvis turns out to be a sexual predator who has already murdered Gladys Presley when John and Iz encounter him for the first time. He then tries to rape Iz, much to John's anger, and displays symptoms of psychosis and latent schizophrenia. His poor mental health is not assisted by his strong religious beliefs and an unexpectedly early divergence point in this world's past, where Valentinian gnosticism survived and became the dominant belief system in this alternate Southern United States instead of evangelical Christianity. The dualist religious philosophy of this belief framework worsens Elvis' mental illness; as a Valentinian gnostic, his core religious beliefs are not based on messianic criteria as are those of orthodox Christianity, and he is horrified at the demand of DryCo that he become a virtual messiah that they can use to manipulate the Elvisian faith. He comprehends this as prompting that he become an instrument of the demiurge, the evil and flawed creator of the material world in his gnostic world view. Due to this psychological pressure, his psychosis escalates after he is transferred to Dryco's homeworld. However, his masquerade collides with scepticism at a London ""ElCon"" (Elvis Convention) religious gathering and there is a riot. Iz, John and Elvis use bootleg DryCo time travel technology to travel back to London in the alternate world's forties and Elvis loses himself amidst the debris of St Paul's Cathedral. However, Elvis is relatively psychologically healthy and morally sane compared to the intense anti-human pathology of DryCo's world; in the end he risks everything to escape it. DryCo's plan has failed. Although John and Iz are sacked from DryCo Central, DryCo Europe offers Iz a position within their local hierarchy. John commits suicide in the bath, and is persuaded by Iz (frightened for her own life, and that of her fetus) that she intends to join him moments later; she does not. Dying, John becomes aware that she deceived him and intends to remain behind and continue living during his last cognizant moment. He communicates non-verbally that he understands, although whether he believes in the end that the child is his own is unclear. Iz has survived, but at great personal cost."
7088463,Visser,K. A. Applegate,1999-10,Speculative fiction," The story starts with Edriss-Five-Six-Two, the Yeerk who would later become Visser One, in the body of Marco's mother, Eva. She leaves the house, saying goodbye to her husband and Marco, and heads out to her sailing boat, intending to fake her death so she can leave Earth and become Visser One. She takes her boat out to the ocean, and has a Bug Fighter that is waiting to pick her up to ram the boat, capsizing it. She leaves Earth, and everyone simply assumes that she drowns. Fast-forward to the present, where Edriss is on trial for treason by the Council of Thirteen. She is still inside Eva, and is currently being held in the Yeerk Pool under the city where the Animorphs live. The Council of Thirteen informs Edriss of her charges, which are five charges of treason, four containing the death penalty. Visser Three, her longtime enemy, is her prosecutor and the one who brought the charges against her. The Council of Thirteen orders her to tell her story of the events, which starts far before the invasion of earth, at the same point as the start of The Andalite Chronicles. At the start of her story, Edriss was stationed on a moon in between the Hork-Bajir homeworld and the Taxxon homeworld. Her task is to search for a Class Five species, which is a species that is powerful, extremely abundant and easy to take over. While training a group of new recruits, she receives information that a Class Five species has been found. This particular species were humans. Two humans were kidnapped by the Skrit Na, and then rescued by Andalites and taken by them to the Taxxon homeworld. A Yeerk Sub-Visser saw them and reported them to Edriss (these particular events are detailed much more in The Andalite Chronicles). Unfortunately, as soon as she receives this news, Edriss is informed she would be transferred to the Taxxon homeworld and be given a Taxxon host. Edriss, along with a fellow yeerk named Essam 293, steal a Yeerk ship and go looking for the human home world. Back in the present Visser Three demands that they view a memory dump (a recording of her memory) of Edriss's trip to Earth. It starts with Edriss and Essam finding the planet, and they land on it during the events of the Gulf War. Edriss infests an Iraqi soldier, and finds out from him that the most powerful country on Earth is America. They dispose of the host and fly their ship to Hollywood. There, Edriss infests a drug addict called Jenny Lines who is a struggling actor, and Essam infests a television producer named Lowenstein. At this point the memory dump ends. Garoff, a member of the Council of Thirteen, accuses Edriss of underestimating the humans, and Edriss says the only reason the humans haven't been taken over is because of Visser Three's incompetence. Visser Three says Edriss never had to deal with the ""Andalite Bandits"" when she was on Earth, and Edriss asks why Visser Three still hasn't defeated the Andalite bandits. At that point the Andalite bandits attack, however Visser Three and his troops makes short work of them. Edriss realises that they were simply animals, not the Andalite bandits, and Visser Three just had them brought in to trick the Council into thinking that he did kill the Andalite bandits. Unfortunately, the Council of Thirteen does get fooled by the demonstration, and suddenly Visser Three has a lot more credibility. Visser Three then says he has testimony from a witness who was with Edriss during the time that Edriss did not make any memory dumps. He says it is Essam, however Edriss says that can't be true, since Essam is dead. Visser Three's guard bring in a homeless bum named Hildy Gervais, who is revealed to be a former host of Essam. He says that he and one of Edriss's hosts, Allison Kim, fell in love, and so did their Yeerk captors. Eventually they had two children, twins. Edriss says this is true, and Visser Three claims this is proof of Edriss sympathizing with humans. Edriss continues her story, telling how eventually she disposed of Jenny Lines and infested Allison Kim, a scientist. Essam also infested Hildy Gervais. Edriss tells how Allison Kim was a far more intelligent, powerful host than Jenny Lines, and Visser Three demands this is proof that she admires the humans. Visser Three and Edriss get into an argument about whether slow infestation or all-out war is a better way to enslave the humans. Visser Three claims that the only reason Edriss doesn't want all out war is because she doesn't want the humans to actually be taken over, and Edriss argues that all out war would never work. Eventually Visser Three demands that Edriss is given a live memory dump, so they can view exactly what happened. Garoff agrees, and they enter her memory at a point a fair while after Edriss had infested Allison. Garoff demands they view various memories, all showing Edriss enjoying different aspects of human life, her falling in love with Essam/Hildy Gervais, and the birth of her children. Garoff claims that Visser One had become addicted to humans. Garoff ends the live memory dump, and demands Edriss continue the story. Edriss says the children were given up for adoption, and then says she needs a break to eat. Garoff agrees, and the trial is adjourned. She is taken by Visser Three's troops to the lunch room of the Yeerk Pool, where she sees a controller talking on her cell phone. Realizing the phone can work this far underground, she purposely bumps into the controller and steals her phone. She heads to the toilets and calls Marco, her current host's son. She tells him she needs him to attack the Yeerk Pool, so the Council will realize the last attack was a farce constructed by Visser Three. Reluctantly, Marco agrees, and then Edriss heads back to the trial. Garoff asks her to continue her story. Edriss says that after a year, the shipboard Kandrona was running out, so she contacted the Empire. When she told them she had found a Class Five species, they dropped all charges against her. During this time she had created a group called The Sharing, a boy scouts/girl scouts style club crossed with a cult, which was used to recruit voluntary controllers. She sent a tape of the first human-controller to the Yeerk Empire. When Edriss told Essam they were returning to the Yeerk Empire, he got angry, and tied Edriss up, forcing her to infest another host and taking off with Allison Kim and the children. Edriss takes after him, telling the Council that her intention was to kill him. At this point Visser Three interrupts, saying that the real reason Edriss went after him was to get the children back. Edriss claims she didn't care about the children. At this point Visser Three brings one of her children, Darwin, in. Visser Three demands Edriss kill him, to prove she doesn't care about him. Edriss stalls, unable to kill the kid, and suddenly the Animorphs attack. They knock out Edriss and take her outside to a part of the Yeerk Pool that is hidden by one of the Chee's holograms. Marco demands Edriss leave his mother's body, and she does. For a while she lies alone in the darkness, thinking the Animorphs will kill her, until she is suddenly put back into Eva's head. Looking for her memories, she sees that Eva convinced Marco to keep Edriss alive, because Edriss was the only one pushing for a slow infiltration, which is the only way the Animorphs can win. At that point they knock her unconscious again, to make her capture look authentic. Eventually she is found unconscious, and is taken back to the trial. Garoff asks her to continue her story. Edriss talks about how she found Essam at a hospital. He was dying from Kandrona starvation, and eventually he died within Hildy Gervais's head, causing part of Essam's body to become fused with Hildy's brain. Hildy started screaming about the aliens that had infested him, and was taken away to an asylum. Allison escaped, but soon returned for the children in disguise. Edriss killed her. The children were left in the hospital, and eventually adopted. She then killed Lore David Altman, the host she used to create the Sharing, infested Eva, and eventually left Earth to become Visser One. Garoff says that she has given enough information, and the Council retired to consider their verdict. After a while they returned, minus two Council members who did not agree with the verdict, and say that Visser One and Visser Three have both been sentenced to death by Kandrona starvation. However, the sentences were suspended, and both of them would be free of all charges if they completed the tasks the Council of Thirteen set for them. Visser Three has to complete the invasion of Earth. Visser One had to take another planet, the Anati homeworld. If either of them fail, they will be killed; however, both Visser One and Visser Three are released from custody, meaning Edriss (and Marco's mother) survive. As she is about to leave, Visser One considers telling Visser Three the truth about the ""Andalite Bandits"", but decides against it."
7266781,The Court of a Thousand Suns,Allan Cole,1985,Science Fiction," Sten is now the commander of the Imperial Gurkhas, personal bodyguards of the Eternal Emperor. However, Sten isn't happy with his new assignment at the Imperial Court, thinking of Court as ""boring place full of boring people"". When a bomb explosion in a bar kills a local mafia leader, Sten is surprised that Emperor immediately puts him on the case, apparently for no reason. It is up to Sten and a tough female detective Lisa Haines to discover what happened. Sten finds that the bomb was detonated by an amateur who killed target he was supposed to capture, but whoever hired him, was professional. Sten pursues bomberman, who got himself imprisoned on Tahn world, and extracts him. During interrogation Sten discovers alarming news - the man who hired that amateur is a former member of the Mercury Corps. He also discovers codeword ""Rashid"" that was supposed to identify bomberman's target. The Emperor is visibly startled - ""Rashid"" is his name when he goes incognito between common people, so the explosion was meant for him. He orders Sten to continue with investigation. Sten eventually finds renegade Mercury agent responsible for whole operation, but he commits suicide to avoid capture. Sten asks his friends (including Alex Kilgore) for help with the follow-up investigation, while Eternal Emperor goes to diplomatic meeting with Tahn delegation. In Emperor's absence, rebels decide to put the cards on the table. Their original plan was to capture Emperor incapacited by explosion and reprogram his brain, so he would follow their orders. Failing that, they put backup plan in motion - assassinate Emperor and Tahn delegation, provoking war between Empire and Tahn. Sten, Alex and Gurkgas are captured and imprisoned by Praetorian guard, whose members side with rebels. Sten is able to escape and with the help of Gurkhas overthrow Praetorian guard. With the only communication equipment sabotaged, he has no choice than travel to the meeting and try to save as much as he can. After many violent gunfights aboard Emperor's flagship, Sten barely saves the Eternal Emperor from assassination attempt. However, he can do nothing about Tahn delegation, whose members were murdered at the beginning of a coup. Tahn take killing their delegation as a provocation and immediately begin preparation for a war."
25913453,Bones of the Dragon,Margaret Weis,2009-01-06,High fantasy," The book begins with the land of Vindrassi suffering from a great drought that has left the land parched and game scarce. Skylan Ivorson, the son of Norgaard, the Chief of the Torgun Tribe is leading a small hunting party to try to find some food. The group includes Skylan's best friend and confidant Garn, and the brothers Bjorn and Erdmun. Skylan is a young cocky man who takes his status very seriously, as well as his faith in the Gods of Vindrassi, especially the Chief of the Gods, Torval. Garn is almost the exact opposite of Skylan, thin, quick, thinks before he acts and is logical during struggles. As the two friends are preparing to return to their village empty handed, they run into a wild boar. After Garn distracts the boar, Skylan is able to kill it but not before suffering a huge gash in his thigh. With the help of the brothers, Bjorn and Edmund, the group of warriors are able to drag the dead boar back to their village, Luda. At Luda the hunting party is met by some other warriors and Skylan's pregnant stepmother, Sonja, who upon hearing about Skylan's injuries brought him some salve. The celebration of Skylan's successful hunt is short-lived, however, as news that three Ogre ships have arrived at the village harbor. Skylan is alarmed by this news and believes he may be the reason the ships are there. Months before the book started, Skylan led a hunting party on the dragonship Venjekar to try to raid other villages for supplies and treasures. During these raids the Venjekar ran into a party of Ogre ships, forcing them to retreat without any plunder back to Luda. Now it appears that the Ogres have followed the Venjekar and Skylan back home. Skylan, always eager for a fight, is ready to charge into the village to fight off the ogres, but level-headed Garn points out that he does not hear or see any signs of fighting; the ogres must be here to talk. Garn convinces Skylan to calmly lead the rest of the warriors back into the village and see first what the situation is with the Ogres. Skylan and Garn walk into the village's Chief's Hall where they find Skylan's father Norgaard, an Ogre Shaman, three Ogre Godlords, as well as Treia the Bone Priestess of the Torgun Clan and her sister, Aylaen. Skylan, still eager for a fight, demands to know why the Ogres have come to their village. The Ogre shaman calmly replies that the Gods of the Torgun Tribe are dead, killed by the Gods of Raj. Now the Ogres would like for the Torgun village to surrender their women and riches to them. Skylan of course did not believe the Ogres and demanded that Treia summon their gods to prove they were still alive. As a Bone Priestess Treia is the chosen female of the village who has the abilities to summon the dragon that protects the Torgun clan via the remains of the dragon's bones as well as speak to the gods. Throughout the whole meeting Treia has been silent and when Skylar brought forth this challenge, she stood up and simply stated that she will go to the Shrine of Vindrash, the Dragon Goddess, for advice and confirmation she is still alive. The Ogre Godlords agree to this with confidence, giving Treia one night for her gods to appear."
